window_start,window_end,feature_cutoff,lookback_start,event_count,velocity_per_step,amount_mean,amount_std,amount_deviation,mean_interarrival_steps,unique_origins,unique_destinations,destination_entropy,amount_entropy,repetition_ratio,max_entity_relative_velocity,max_entity_relative_amount,max_entity_relative_velocity_lag1,max_entity_relative_amount_lag1,velocity_delta,amount_delta,is_synthetic_spike,scenario_ids
122,127,122,116,9996,1666.0,120557.3600970388,317700.16287421074,106100.21009703881,1.0,9996,9877,13.263099105403784,13.277531344550091,0.00030012004801920766,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
123,128,123,117,10396,1732.6666666666667,120438.90039342057,314318.85199024325,105783.55539342057,1.0,10396,10257,13.316782024425791,13.334506597579551,0.00028857252789534437,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
124,129,124,118,10436,1739.3333333333333,120860.46950555769,320704.0142935275,106186.5545055577,1.0,10436,10297,13.322425665143008,13.34065723495007,0.0002874664622460713,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
125,130,125,119,10428,1738.0,119862.95721327198,314078.7045257396,105217.97721327198,1.0,10428,10289,13.321298701203904,13.340311422963254,0.00028768699654775604,0.3333333333333333,192781.0566,0.3333333333333333,200000.0,0.0,-7218.943399999989,False,
126,131,126,120,4698,783.0,131083.44236909325,397443.74623509106,114624.61736909325,1.0,4698,4671,12.186336745138632,12.184633892861068,0.0004257130693912303,0.3333333333333333,192781.0566,0.3333333333333333,192781.0566,0.0,0.0,False,
127,132,127,121,1560,260.0,162269.75323717948,598831.6561060383,141737.23823717947,1.0,1560,1557,10.603484159903457,10.572714929134227,0.001282051282051282,0.3333333333333333,192781.0566,0.3333333333333333,192781.0566,0.0,0.0,False,
128,133,128,122,500,83.33333333333333,326663.16189999995,1073441.0467637626,273008.28689999995,1.0,500,500,8.965784284662087,8.857784284662088,0.002,0.3333333333333333,192781.0566,0.3333333333333333,192781.0566,0.0,0.0,False,
129,134,129,123,94,15.666666666666666,1233576.9439361703,2284015.321217284,1001655.9739361703,1.0,94,94,6.554588851677637,6.0439505538052956,0.010638297872340425,0.3333333333333333,192781.0566,0.3333333333333333,192781.0566,0.0,0.0,False,
130,135,130,124,22028,3671.3333333333335,203594.31973397496,407023.3945555678,111456.51973397496,1.0,22028,20938,14.325481461056974,14.422874390517864,0.00013619030325040857,0.3333333333333333,192781.0566,0.3333333333333333,192781.0566,0.0,0.0,False,
131,136,131,125,54914,9152.333333333334,203256.53782969736,371931.4047248531,106103.76782969738,1.0,54912,48722,15.507604525381172,15.740989379667791,9.105146228648433e-05,0.6666666666666666,161943.6644,0.3333333333333333,192781.0566,0.3333333333333333,-30837.392200000002,False,
132,137,132,126,91279,15213.166666666666,196398.11465167237,340423.91477915837,98436.53465167237,1.0,91277,75769,16.109589215590418,16.472246454487205,7.668795670417073e-05,0.6666666666666666,200000.0,0.6666666666666666,161943.6644,0.0,38056.33559999999,False,
133,138,133,127,127209,21201.5,193379.48878137552,322287.46310916205,94586.65878137552,1.0,127204,99861,16.478521103559693,16.9497484451259,6.288863209364117e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
134,139,134,128,162342,27057.0,191279.61696936097,310563.2410791549,92404.66696936097,1.0,162334,121275,16.73158820230693,17.300231511929642,4.927868327358293e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
135,140,135,129,194725,32454.166666666668,188205.6956279882,300343.8388263421,89307.2356279882,1.0,194714,139488,16.90996333067925,17.56108481101257,5.135447425856978e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
136,141,136,130,200295,33382.5,185139.78754896528,283540.4374526299,85734.86754896528,1.0,200284,143172,16.946914598840465,17.601561738867655,3.994108689682718e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
137,142,137,131,197745,32957.5,180970.76803878733,267568.73692900024,82311.95803878733,1.0,197735,142811,16.948824145713825,17.583073952042046,4.5513160889023746e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
138,143,138,132,193929,32321.5,175971.8046847042,254569.84475107974,78815.3746847042,1.0,193923,141683,16.943472340651564,17.5548569423525,4.1252210860675814e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
139,144,139,133,189415,31569.166666666668,168248.5416790117,242797.56821656,74970.09167901169,1.0,189408,140021,16.933609193914393,17.52107948227507,4.223530343425811e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
140,145,140,134,200322,33387.0,160748.38058685514,233164.65515717719,71545.61558685514,1.0,200312,147248,17.003154254515046,17.600553291556764,4.492766645700422e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
141,146,141,135,204943,34157.166666666664,153848.2387827835,229487.44308257423,71099.6587827835,1.0,204931,151428,17.045231554576116,17.632125166878716,3.903524394587763e-05,0.6666666666666666,154382.0658,0.6666666666666666,200000.0,0.0,-45617.93419999999,False,
142,147,142,136,193821,32303.5,148533.32267463277,226783.90695364904,69987.95267463278,1.0,193814,146092,17.00369974536327,17.551519422804862,4.1275197218051704e-05,0.6666666666666666,154382.0658,0.6666666666666666,154382.0658,0.0,0.0,False,
143,148,143,137,175670,29278.333333333332,141931.84512005464,222517.01607449018,69874.05012005464,1.0,175664,136852,16.925849231400775,17.41008126790051,4.553993282859908e-05,0.6666666666666666,154382.0658,0.6666666666666666,154382.0658,0.0,0.0,False,
144,149,144,138,150720,25120.0,137614.07212015658,228206.2139894917,72962.21212015658,1.0,150715,122395,16.786992716641453,17.18934933116399,4.644373673036094e-05,0.6666666666666666,154382.0658,0.6666666666666666,154382.0658,0.0,0.0,False,
145,150,145,139,122821,20470.166666666668,135876.08505687138,235063.07278359722,77623.37505687139,1.0,122817,103837,16.57089665261313,16.895352359724576,5.6993510881689615e-05,0.6666666666666666,154382.0658,0.6666666666666666,154382.0658,0.0,0.0,False,
146,151,146,140,77884,12980.666666666666,128314.58966860973,243129.52879084376,86167.99466860972,1.0,77882,70474,16.04912275855203,16.240109287455343,7.703764572954651e-05,0.6666666666666666,154382.0658,0.6666666666666666,154382.0658,0.0,0.0,False,
147,152,147,141,41394,6899.0,123681.11654346042,263702.1003815217,98948.57154346042,1.0,41393,39480,15.242530526648222,15.330544808614864,9.663236217809344e-05,0.6666666666666666,153643.7788,0.6666666666666666,154382.0658,0.0,-738.2870000000112,False,
148,153,148,142,25044,4174.0,122009.3149572752,285133.03490119986,103043.6449572752,1.0,25044,24433,14.562780414548806,14.60594834898593,0.00011978917105893628,0.3333333333333333,153643.7788,0.6666666666666666,153643.7788,-0.3333333333333333,0.0,False,
149,154,149,143,12867,2144.5,118107.71381518613,293553.20748757117,103229.85381518613,1.0,12867,12716,13.627858538327086,13.6428391000355,0.00023315458148752622,0.3333333333333333,142291.8014,0.3333333333333333,153643.7788,0.0,-11351.977400000003,False,
150,155,150,144,5280,880.0,119307.72614583332,350500.1876208115,104513.29114583333,1.0,5280,5255,12.356852517276122,12.350413123336729,0.0003787878787878788,0.3333333333333333,143768.505,0.3333333333333333,142291.8014,0.0,1476.703600000008,False,
151,156,151,145,1826,304.3333333333333,154536.42445235487,512671.8882762864,140955.37445235488,1.0,1772,1821,10.828994598724638,10.617617389390652,0.001095290251916758,18.333333333333332,143768.505,0.3333333333333333,143768.505,18.0,0.0,True,train_velocity_01
152,157,152,146,792,132.0,249822.41146464646,700019.6203049518,174184.47146464646,1.0,673,791,9.626831367554361,8.479322691452058,0.0025252525252525255,40.0,143768.505,18.333333333333332,143768.505,21.666666666666668,0.0,True,train_velocity_01
153,158,153,147,276,46.0,495935.6525,956199.9582589958,210980.72250000003,1.0,157,276,8.108524456778168,4.822919849991855,0.0036231884057971015,40.0,143768.505,40.0,143768.505,0.0,0.0,True,train_velocity_01
154,159,154,148,19667,3277.8333333333335,193289.54186200234,365160.5126961621,111497.73186200234,1.0,19548,19091,14.203967877863445,14.215549748691458,0.0002033863832816393,40.0,143768.505,40.0,143768.505,0.0,0.0,True,train_velocity_01
155,160,155,149,48896,8149.333333333333,187460.1923034604,328590.48891395464,100611.6173034604,1.0,48777,45370,15.428548281047963,15.555513297952,8.18062827225131e-05,40.0,143768.505,40.0,143768.505,0.0,0.0,True,train_velocity_01
156,161,156,150,78801,13133.5,186927.85602936512,312150.262060898,97265.67602936513,1.0,78680,70097,16.033203316440904,16.249485133191712,7.614116572124719e-05,40.0,117067.8432,40.0,143768.505,0.0,-26700.6618,True,train_velocity_01
157,162,157,151,106335,17722.5,184895.18594639582,302923.70738806156,94629.74594639582,1.0,106269,91318,16.39631980809533,16.687125035221435,5.642544787699252e-05,0.6666666666666666,117067.8432,40.0,117067.8432,-39.333333333333336,0.0,True,train_velocity_01
158,163,158,152,136016,22669.333333333332,181467.02078593697,290427.186106669,90276.87078593698,1.0,136013,112566,16.678351616867076,17.044845982230214,5.14645335842842e-05,0.6666666666666666,117067.8432,0.6666666666666666,117067.8432,0.0,0.0,False,
159,164,159,153,163849,27308.166666666668,179841.30111785853,285356.4281048053,88239.69111785853,1.0,163845,131297,16.88342091795059,17.311502034303953,4.882544293831516e-05,0.6666666666666666,120658.83039999999,0.6666666666666666,117067.8432,0.0,3590.9871999999887,False,
160,165,160,154,171935,28655.833333333332,176554.7328491581,271053.8011192911,84024.94284915812,1.0,171929,136581,16.936729769338168,17.38067668160515,4.65292116206706e-05,0.6666666666666666,122986.1832,0.6666666666666666,120658.83039999999,0.0,2327.352800000008,False,
161,166,161,155,170459,28409.833333333332,173871.1245417373,267547.39100766025,81069.89454173732,1.0,170453,136140,16.934933128740838,17.368528760866596,4.106559348582357e-05,0.6666666666666666,200000.0,0.6666666666666666,122986.1832,0.0,77013.8168,False,
162,167,162,156,173581,28930.166666666668,169487.11663194708,260365.8174325975,77142.90663194707,1.0,173576,138479,16.959100632753824,17.39433230883875,4.03269943138938e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
163,168,163,157,186600,31100.0,164300.49066039658,253213.68738170655,73626.53566039658,1.0,186590,147231,17.041830604241042,17.498043215583536,3.7513397642015e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
164,169,164,158,203188,33864.666666666664,159057.2097222277,248898.76314280299,71327.1647222277,1.0,203179,158125,17.137637679003547,17.619496944428285,3.937240388211902e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
165,170,165,159,214451,35741.833333333336,151597.02432154663,243863.5609170539,69568.32432154664,1.0,214440,166103,17.205131022702528,17.696056463871216,3.730455908342698e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
166,171,166,160,203432,33905.333333333336,147418.48048718984,243183.1596803946,69315.20048718984,1.0,203420,160309,17.16258015699971,17.620335730410478,3.93251799126981e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
167,172,167,161,187843,31307.166666666668,142219.48175337916,235400.13288235714,69385.24175337916,1.0,187834,151483,17.09250466735536,17.50526620219518,3.726516292861592e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
168,173,168,162,162740,27123.333333333332,136783.0814064766,232965.02211723628,70783.91140647659,1.0,162733,135644,16.9503436590184,17.298775034727694,4.3013395600344105e-05,0.6666666666666666,166546.5654,0.6666666666666666,200000.0,0.0,-33453.43460000001,False,
169,174,169,163,125942,20990.333333333332,131040.37978180432,234176.1793189154,73645.11478180432,1.0,125938,109936,16.67197012384887,16.930219437151543,5.5581140525003575e-05,0.6666666666666666,152335.0732,0.6666666666666666,166546.5654,0.0,-14211.492199999979,False,
170,175,170,164,81054,13509.0,122501.01952500801,238904.40333443802,80605.51452500801,1.0,81054,74803,16.1463538138857,16.2968491750902,6.168727021491846e-05,0.3333333333333333,152335.0732,0.6666666666666666,152335.0732,-0.3333333333333333,0.0,False,
171,176,171,165,42481,7080.166666666667,118408.39771309527,257652.70900737253,94859.73771309527,1.0,42481,40953,15.300981224004913,15.366526528969256,9.415974200230692e-05,0.3333333333333333,150271.6292,0.3333333333333333,152335.0732,0.0,-2063.4440000000177,False,
172,177,172,166,25953,4325.5,115880.89439217046,278243.0013815466,99187.50439217046,1.0,25953,25441,14.623760738221517,14.65667807966658,0.00015412476399645513,0.3333333333333333,150271.6292,0.3333333333333333,150271.6292,0.0,0.0,False,
173,178,173,167,13787,2297.8333333333335,118378.25232320302,316526.2724677385,104765.68232320301,1.0,13787,13661,13.732469089551842,13.74333254334968,0.00021759628635671283,0.3333333333333333,150271.6292,0.3333333333333333,150271.6292,0.0,0.0,False,
174,179,174,168,5855,975.8333333333334,124057.58139026472,401325.8271832631,111753.96139026473,1.0,5855,5837,12.509175934038936,12.502814685106769,0.0005123825789923143,0.3333333333333333,171889.9998,0.3333333333333333,150271.6292,0.0,21618.370599999995,False,
175,180,175,169,2041,340.1666666666667,142070.7805389515,524923.7831875973,128751.51053895151,1.0,2041,2037,10.991140819800972,10.958803730139042,0.0009799118079372856,0.3333333333333333,171889.9998,0.3333333333333333,171889.9998,0.0,0.0,False,
176,181,176,170,585,97.5,267687.519059829,912053.7308223275,251550.479059829,1.0,585,583,9.185455207633158,9.069215891393842,0.003418803418803419,0.3333333333333333,171889.9998,0.3333333333333333,171889.9998,0.0,0.0,False,
177,182,177,171,66,11.0,1177262.085151515,1794369.2153314648,511772.755151515,1.0,66,66,6.044394119358453,5.044394119358454,0.015151515151515152,0.3333333333333333,171889.9998,0.3333333333333333,171889.9998,0.0,0.0,False,
178,183,178,172,17388,2898.0,177957.34178916493,347995.2654070021,102394.95678916492,1.0,17388,17042,14.045616090220605,14.079938265716319,0.0001725327812284334,0.3333333333333333,171889.9998,0.3333333333333333,171889.9998,0.0,0.0,False,
179,184,179,173,45582,7597.0,196326.7039008819,408381.7607946362,112616.2539008819,1.0,45582,43130,15.365904149564876,15.471218509132362,8.775393795796587e-05,0.3333333333333333,171889.9998,0.3333333333333333,171889.9998,0.0,0.0,False,
180,185,180,174,76102,12683.666666666666,184457.43123439595,349434.35792708385,98850.73623439594,1.0,76101,69495,16.035033066528733,16.209418265724164,7.884155475545978e-05,0.6666666666666666,142780.3514,0.3333333333333333,171889.9998,0.3333333333333333,-29109.648399999976,False,
181,186,181,175,107573,17928.833333333332,182863.97759019455,333980.9908432221,95558.98759019455,1.0,107570,94942,16.466898563188366,16.706822299289158,5.5776077640300076e-05,0.6666666666666666,163730.3834,0.6666666666666666,142780.3514,0.0,20950.031999999977,False,
182,187,182,176,139314,23219.0,181961.94661039094,324580.3909606847,94015.25161039093,1.0,139311,119041,16.776081371690502,17.078613250755254,5.024620641141594e-05,0.6666666666666666,163730.3834,0.6666666666666666,163730.3834,0.0,0.0,False,
183,188,183,177,171204,28534.0,178617.04713271887,310645.9060153043,90775.24213271888,1.0,171198,141990,17.01445292454698,17.373813322930943,4.0886895166000795e-05,0.6666666666666666,163730.3834,0.6666666666666666,163730.3834,0.0,0.0,False,
184,189,184,178,185067,30844.5,174125.79650002433,293574.48649466404,85981.21650002433,1.0,185061,151547,17.102639482195784,17.485716535940696,4.3227587846563674e-05,0.6666666666666666,163730.3834,0.6666666666666666,163730.3834,0.0,0.0,False,
185,190,185,179,189038,31506.333333333332,166236.2025868344,252807.48239389522,78516.76758683441,1.0,189030,154423,17.12837386193037,17.516668086925744,3.702959193389689e-05,0.6666666666666666,163730.3834,0.6666666666666666,163730.3834,0.0,0.0,False,
186,191,186,180,195827,32637.833333333332,165773.41346683554,256053.64457441145,78546.39346683554,1.0,195821,159449,17.1732809480679,17.56737027258977,3.063928875997692e-05,0.6666666666666666,163730.3834,0.6666666666666666,163730.3834,0.0,0.0,False,
187,192,187,181,208093,34682.166666666664,160286.04844309995,244586.24946436853,74025.46844309995,1.0,208086,167985,17.24420605689164,17.65469981345845,3.363880572628584e-05,0.6666666666666666,172141.79239999998,0.6666666666666666,163730.3834,0.0,8411.408999999985,False,
188,193,188,182,225427,37571.166666666664,155546.33632422023,243957.92231013044,71838.84632422023,1.0,225413,180235,17.34018484208287,17.767693703066897,3.548820682526938e-05,0.6666666666666666,172141.79239999998,0.6666666666666666,172141.79239999998,0.0,0.0,False,
189,194,189,183,232606,38767.666666666664,148346.1203430694,235335.9832873162,69148.3403430694,1.0,232586,185856,17.383657761899812,17.81092412853085,3.4392921936665436e-05,0.6666666666666666,172141.79239999998,0.6666666666666666,172141.79239999998,0.0,0.0,False,
190,195,190,184,219081,36513.5,145222.8244575294,235752.72692078142,69438.45445752941,1.0,219066,177790,17.32747387353501,17.72434459374124,3.651617438299077e-05,0.6666666666666666,172141.79239999998,0.6666666666666666,172141.79239999998,0.0,0.0,False,
191,196,191,185,199575,33262.5,140819.15345208568,237106.69164832472,70171.78345208568,1.0,199563,165714,17.237834710462284,17.58949480657517,3.507453338343981e-05,0.6666666666666666,200000.0,0.6666666666666666,172141.79239999998,0.0,27858.207600000023,False,
192,197,192,186,171363,28560.5,133266.3636507881,228751.57157061328,69173.03365078809,1.0,171354,146662,17.077498780580868,17.369283649361556,4.6684523496904234e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
193,198,193,187,131930,21988.333333333332,126695.98042461912,227373.64221927794,72003.70042461912,1.0,131925,117635,16.78120339970623,16.993316811919637,5.305844008186159e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
194,199,194,188,84358,14059.666666666666,112145.11177315727,193605.51519908215,72639.55677315727,1.0,84356,78919,16.23106850252477,16.351229800288664,5.927120130870812e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
195,200,195,189,45950,7658.333333333333,105407.11154820456,204711.9052843223,84981.10654820455,1.0,45950,44483,15.42254608872068,15.478751019355332,8.705114254624592e-05,0.3333333333333333,200000.0,0.6666666666666666,200000.0,-0.3333333333333333,0.0,False,
196,201,196,190,28417,4736.166666666667,100722.18351479748,215367.29977725647,85688.14351479747,1.0,28417,27886,14.756643041382269,14.787006312928764,0.00010557060914241475,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
197,202,197,191,15756,2626.0,96269.70218710334,199977.51428462708,83848.67718710334,1.0,15756,15611,13.925016370438065,13.937139977318534,0.0001904036557501904,0.3333333333333333,75954.753,0.3333333333333333,200000.0,0.0,-124045.247,False,
198,203,198,192,6649,1108.1666666666667,95485.7289487141,207274.60489904633,80874.48894871409,1.0,6649,6624,12.691401734531116,12.690198546081724,0.00030079711234772146,0.3333333333333333,75954.753,0.3333333333333333,75954.753,0.0,0.0,False,
199,204,199,193,2347,391.1666666666667,112934.84127822753,377572.0351841161,83691.32127822752,1.0,2347,2344,11.194045671474171,11.171889727716183,0.0008521516829995739,0.3333333333333333,152410.9828,0.3333333333333333,75954.753,0.0,76456.2298,False,
200,205,200,194,846,141.0,163846.3189361702,609284.3751672759,151406.3189361702,1.0,846,846,9.724513853119948,9.658319999692052,0.001182033096926714,0.3333333333333333,152410.9828,0.3333333333333333,152410.9828,0.0,0.0,False,
201,206,201,195,183,30.5,581152.2966666666,1489364.994621581,484545.5866666666,1.0,183,183,7.5156998382840445,7.2315468328195625,0.00546448087431694,0.3333333333333333,152410.9828,0.3333333333333333,152410.9828,0.0,0.0,False,
202,207,202,196,18005,3000.8333333333335,140543.16798278256,264128.55914316815,81853.22798278256,1.0,18005,17711,14.103326604320268,14.130222725536958,0.0001666203832268814,0.3333333333333333,152410.9828,0.3333333333333333,152410.9828,0.0,0.0,False,
203,208,203,197,49946,8324.333333333334,142750.56783065712,229205.58962717833,70498.73783065713,1.0,49946,47705,15.516552113040476,15.601979834233997,8.008649341288591e-05,0.3333333333333333,152410.9828,0.3333333333333333,152410.9828,0.0,0.0,False,
204,209,204,198,86118,14353.0,144012.88657888016,224338.29887575028,68859.73657888017,1.0,86117,79538,16.236213673013893,16.38577392690383,5.805987133932511e-05,0.6666666666666666,152410.9828,0.3333333333333333,152410.9828,0.3333333333333333,0.0,False,
205,210,205,199,122962,20493.666666666668,143518.46533595744,218920.10597325276,66659.21533595744,1.0,122959,109816,16.683396939024696,16.89693077799609,4.8795562856817554e-05,0.6666666666666666,149653.40480000002,0.6666666666666666,152410.9828,0.0,-2757.5779999999795,False,
206,211,206,200,156501,26083.5,146979.8850785618,231633.46065402718,69161.19507856181,1.0,156498,135853,16.975135343820547,17.242773657499455,3.833841317307877e-05,0.6666666666666666,149653.40480000002,0.6666666666666666,149653.40480000002,0.0,0.0,False,
207,212,207,201,186270,31045.0,145933.15286449777,228256.96899076202,68300.68286449776,1.0,186265,158030,17.180923355062376,17.491609940595858,3.757985719654265e-05,0.6666666666666666,123855.2252,0.6666666666666666,149653.40480000002,0.0,-25798.179600000018,False,
208,213,208,202,196595,32765.833333333332,146580.4579444543,228735.0520020195,67580.7679444543,1.0,196588,165185,17.240146363001024,17.56924431446,3.5606195478013175e-05,0.6666666666666666,123855.2252,0.6666666666666666,123855.2252,0.0,0.0,False,
209,214,209,203,193704,32284.0,146067.7187707017,230757.4935031289,67874.9137707017,1.0,193698,163620,17.22906756912801,17.54801789156795,4.130012803039689e-05,0.6666666666666666,123855.2252,0.6666666666666666,123855.2252,0.0,0.0,False,
210,215,210,204,187900,31316.666666666668,144536.60448563064,232206.15796317422,67173.11448563065,1.0,187893,159679,17.197086147219373,17.503994245758115,3.193187865886109e-05,0.6666666666666666,140884.55779999998,0.6666666666666666,123855.2252,0.0,17029.33259999998,False,
211,216,211,205,184048,30674.666666666668,142586.68157589325,232080.19462366687,67144.43657589325,1.0,184041,157438,17.180286305987128,17.474402695658377,3.260019125445536e-05,0.6666666666666666,149265.89380000002,0.6666666666666666,140884.55779999998,0.0,8381.33600000004,False,
212,217,212,206,187388,31231.333333333332,136831.41296288985,221891.02207444387,63958.24796288984,1.0,187378,160292,17.206218437402548,17.499609725624182,4.269216812175806e-05,0.6666666666666666,149265.89380000002,0.6666666666666666,149265.89380000002,0.0,0.0,False,
213,218,213,207,191658,31943.0,134719.4048858905,232630.87883137426,65706.09488589049,1.0,191647,164150,17.241058550371747,17.530875628797325,3.130576339104029e-05,0.6666666666666666,200000.0,0.6666666666666666,149265.89380000002,0.0,50734.10619999998,False,
214,219,214,208,178145,29690.833333333332,132573.79149417608,236703.01575209614,67865.03149417607,1.0,178135,154779,17.163556177853856,17.425672654666453,3.3680428864127536e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
215,220,215,209,159833,26638.833333333332,130561.37919753742,244158.47598224273,70288.96919753742,1.0,159825,141365,17.04155564309786,17.270346520307523,3.753918152071225e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
216,221,216,210,137436,22906.0,129275.63093418027,254352.97959159635,74789.62593418028,1.0,137431,124212,16.866459848541062,17.054173272506517,3.638056986524637e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
217,222,217,211,108562,18093.666666666668,128153.46272747368,267998.55693913257,80356.33272747368,1.0,108558,100514,16.574245606954698,16.715903739126862,4.605663123376504e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
218,223,218,212,75020,12503.333333333334,127462.14463329778,289034.9741630523,90641.08463329778,1.0,75018,71536,16.09961452999977,16.184571965689525,6.664889362836577e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
219,224,219,213,40985,6830.833333333333,126834.51384774919,303729.9596189647,101378.49384774918,1.0,40985,40122,15.2801308893393,15.315549385741795,9.759668171282176e-05,0.3333333333333333,189073.61440000002,0.6666666666666666,200000.0,-0.3333333333333333,-10926.38559999998,False,
220,225,220,214,26220,4370.0,127034.72995995425,325203.7937120876,107249.46495995425,1.0,26220,25924,14.65554276581394,14.671457495505592,0.00011441647597254005,0.3333333333333333,189073.61440000002,0.3333333333333333,189073.61440000002,0.0,0.0,False,
221,226,221,215,15480,2580.0,129756.04177196384,345609.902859258,113727.54177196384,1.0,15480,15383,13.905341724577589,13.910833943570395,0.0001937984496124031,0.3333333333333333,189073.61440000002,0.3333333333333333,189073.61440000002,0.0,0.0,False,
222,227,222,216,7515,1252.5,129487.36604923487,356684.3951743651,115933.24604923488,1.0,7515,7489,12.868436992928238,12.865710416082507,0.0003992015968063872,0.3333333333333333,159679.1668,0.3333333333333333,189073.61440000002,0.0,-29394.447600000014,False,
223,228,223,217,3393,565.5,136882.3128912467,379080.4697161613,120928.79289124669,1.0,3393,3388,11.725398470384423,11.710072799886337,0.0005894488653109342,0.3333333333333333,159679.1668,0.3333333333333333,159679.1668,0.0,0.0,False,
224,229,224,218,54,9.0,1079828.8937037035,1576078.7819160842,524096.91370370355,1.0,54,54,5.7548875021634665,4.754887502163469,0.018518518518518517,0.3333333333333333,159679.1668,0.3333333333333333,159679.1668,0.0,0.0,False,
225,230,225,219,52,8.666666666666666,1082843.6319230767,1742007.1175987264,570754.2569230767,1.0,52,52,5.7004397181410935,4.700439718141092,0.019230769230769232,0.3333333333333333,175040.0072,0.3333333333333333,159679.1668,0.0,15360.840399999986,False,
226,231,226,220,18408,3068.0,197384.47705508475,389359.92626335775,116764.26705508475,1.0,18408,18109,14.135518383853046,14.163807980088498,0.00016297262059973924,0.3333333333333333,175040.0072,0.3333333333333333,175040.0072,0.0,0.0,False,
227,232,227,221,45924,7654.0,212294.3891995471,436370.2610632965,126232.38919954709,1.0,45924,44154,15.408478276252538,15.482736315690232,0.0001088755334901141,0.3333333333333333,199207.64800000002,0.3333333333333333,175040.0072,0.0,24167.640800000023,False,
228,233,228,222,76785,12797.5,205097.60768769943,396267.1827655271,116963.98768769944,1.0,76785,71898,16.098069235482214,16.223636650062733,6.511688480823077e-05,0.3333333333333333,199207.64800000002,0.3333333333333333,199207.64800000002,0.0,0.0,False,
229,234,229,223,107742,17957.0,200992.9277548217,374710.25363000267,110659.7727548217,1.0,107742,98240,16.534248119392114,16.711174282133022,4.640715784002525e-05,0.3333333333333333,200000.0,0.3333333333333333,199207.64800000002,0.0,792.3519999999844,False,
230,235,230,224,136038,22673.0,196203.55597810907,355108.30001461,105185.58597810907,1.0,136037,121395,16.828015741208013,17.046510374838014,3.6754436260456634e-05,0.6666666666666666,200000.0,0.3333333333333333,200000.0,0.3333333333333333,0.0,False,
231,236,231,225,162062,27010.333333333332,191917.88574995988,343303.55233895243,102187.71074995988,1.0,162059,142015,17.044482295327608,17.29747010212224,3.702286779133912e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
232,237,232,226,170664,28444.0,188488.26969302254,328878.8981407469,98034.68969302253,1.0,170658,148792,17.108857035418147,17.371504839147626,3.515679932498945e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
233,238,233,227,170624,28437.333333333332,180977.75896655803,291406.52605800214,90352.17396655804,1.0,170614,148747,17.108204981458957,17.370539555012286,3.5165041260315077e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
234,239,234,228,154456,25742.666666666668,176598.25451487803,279333.9044083812,86671.26951487803,1.0,154450,136525,16.991777853933534,17.227482850995532,3.237167866576889e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
235,240,235,229,157544,26257.333333333332,169711.0500494465,264032.44696701784,81830.5850494465,1.0,157540,139115,17.018759522620236,17.255471561350667,3.8084598588330876e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
